Study Hours,Sleep Hours,Assignment Submitted,Topics to Cover,Topic Difficulty,Learning Capacity,Previous Test Score,Class Participation,Concentration Level,Distraction Time,Health Status,Study Environment,Revision Done,Time Left for Exam,Practice Tests Taken,Topic Familiarity,Predicted Score
4,8.9,No,7,High,Medium,70,Medium,5,0.9,Okay,Distracting,No,0,3,First Time,40.4
1,8.2,Yes,5,Medium,Low,52,High,5,3.2,Sick,Distracting,No,4,1,First Time,35.2
2,6.1,No,2,Medium,Low,62,High,1,0.5,Sick,Distracting,Yes,3,0,First Time,34.2
1,7.7,Yes,2,High,Medium,52,High,5,3.0,Okay,Distracting,Yes,1,1,Revision,60.6
3,7.4,Yes,5,Low,High,45,High,5,2.2,Sick,Quiet,Yes,0,0,Revision,82.8
2,5.1,No,7,Low,High,87,High,3,0.5,Healthy,Quiet,No,3,0,First Time,52.2
8,5.7,Yes,3,Low,Medium,97,Low,5,2.5,Okay,Distracting,Yes,0,0,Revision,97.4
9,6.6,No,6,High,Low,42,High,5,0.8,Healthy,Quiet,No,4,1,Revision,83.6
1,7.2,No,7,High,High,46,High,5,0.8,Sick,Quiet,Yes,3,0,Revision,47.0
6,6.7,No,1,Low,High,92,High,2,1.8,Okay,Quiet,No,1,1,First Time,77.8
2,6.4,Yes,3,Low,Medium,49,High,5,3.9,Healthy,Quiet,No,3,2,Revision,80.0
9,6.2,Yes,4,Low,High,70,Medium,3,3.6,Healthy,Distracting,Yes,1,2,First Time,100.0
7,6.5,Yes,7,Low,Low,43,High,4,3.3,Healthy,Distracting,No,4,0,First Time,75.4
3,6.2,No,7,Medium,Medium,83,Medium,2,3.4,Okay,Distracting,No,3,0,Revision,35.6
3,6.7,No,7,High,High,45,Medium,3,2.0,Healthy,Quiet,No,4,0,Revision,52.4
8,8.4,Yes,4,Low,Low,57,High,1,1.5,Okay,Distracting,Yes,3,2,Revision,92.2
2,7.2,Yes,1,Medium,Low,46,Medium,3,3.5,Healthy,Distracting,Yes,1,1,First Time,57.6
6,7.6,No,7,Low,Medium,73,High,4,0.3,Okay,Quiet,No,4,1,Revision,75.2
0,7.0,Yes,6,Low,Medium,62,Medium,2,4.0,Healthy,Quiet,Yes,4,1,Revision,59.0
6,7.2,No,7,Medium,Low,47,Low,4,2.2,Okay,Quiet,Yes,4,1,Revision,61.2
9,6.9,No,4,Low,Low,89,High,1,2.2,Sick,Quiet,No,3,0,First Time,69.4
1,4.1,Yes,2,Low,High,63,High,1,1.2,Okay,Quiet,No,3,3,First Time,63.8
5,9.0,No,4,Medium,High,67,Medium,1,0.7,Okay,Distracting,Yes,2,0,First Time,54.6
8,4.2,No,5,Medium,High,84,Low,3,2.7,Healthy,Distracting,Yes,1,3,Revision,80.0
5,6.0,Yes,7,Medium,High,94,High,3,1.4,Healthy,Distracting,Yes,0,2,First Time,78.2
2,4.5,Yes,2,Medium,High,42,Medium,5,1.2,Sick,Quiet,No,3,2,First Time,62.6
0,4.5,Yes,7,Medium,Medium,52,Medium,1,0.6,Sick,Distracting,Yes,2,1,Revision,35.8
3,8.0,No,3,Low,High,78,High,4,2.1,Healthy,Quiet,No,4,3,First Time,69.8
3,6.1,No,6,High,High,72,Medium,1,2.4,Sick,Quiet,Yes,2,1,Revision,43.4
7,8.0,Yes,1,Medium,High,89,High,2,1.8,Sick,Distracting,Yes,4,1,First Time,85.4
9,5.4,No,5,High,Low,92,Low,3,0.0,Sick,Quiet,No,1,0,Revision,64.8
9,5.3,Yes,5,Low,High,55,Low,1,2.0,Okay,Quiet,Yes,2,3,Revision,100.0
6,5.3,No,1,Medium,Medium,50,Low,5,1.1,Okay,Distracting,No,3,3,First Time,64.4
9,7.1,No,4,High,Low,68,Low,1,0.6,Sick,Quiet,Yes,1,1,Revision,69.6
6,8.1,No,1,High,Low,64,Medium,5,2.3,Sick,Distracting,No,3,0,First Time,47.2
6,6.3,No,1,High,High,56,Medium,3,2.7,Healthy,Quiet,Yes,0,1,Revision,82.2
1,5.9,No,4,High,Low,76,Medium,3,2.1,Sick,Quiet,Yes,1,0,First Time,23.6
8,8.9,Yes,7,High,High,45,High,5,2.5,Sick,Distracting,Yes,1,1,First Time,76.2
5,4.6,Yes,3,Medium,High,85,Low,2,2.4,Sick,Distracting,Yes,0,1,Revision,69.4
1,6.4,No,6,Medium,High,53,High,3,0.5,Okay,Quiet,Yes,4,2,Revision,56.8
0,6.0,Yes,1,Medium,Medium,58,Low,5,0.9,Healthy,Quiet,Yes,4,0,Revision,71.2
0,4.5,Yes,4,High,Low,76,High,3,0.0,Sick,Quiet,Yes,0,1,First Time,38.0
0,5.3,No,5,High,Low,89,Medium,1,3.9,Healthy,Quiet,Yes,2,2,Revision,27.8
3,4.1,No,1,Low,Low,82,Medium,4,0.8,Okay,Quiet,No,0,2,First Time,52.6
3,8.4,No,6,High,Low,95,Medium,2,3.3,Healthy,Quiet,Yes,4,3,Revision,46.6
8,7.0,Yes,7,Low,Low,51,High,4,3.1,Healthy,Quiet,Yes,0,1,Revision,100.0
0,8.1,Yes,7,Low,High,58,Medium,2,2.8,Healthy,Distracting,No,0,3,Revision,55.2
2,6.6,Yes,1,Medium,High,60,Medium,1,1.8,Okay,Quiet,Yes,3,3,Revision,79.6
2,7.0,No,7,High,High,68,Low,5,2.3,Healthy,Distracting,Yes,0,3,Revision,51.4
7,7.5,No,3,High,Medium,67,High,5,0.7,Sick,Quiet,Yes,4,2,Revision,81.6
1,8.5,No,3,Low,Medium,56,High,5,0.4,Sick,Quiet,No,3,3,First Time,49.2
5,4.5,No,5,Low,Medium,92,Medium,1,1.4,Sick,Distracting,No,4,2,First Time,42.2
3,5.7,No,3,High,Medium,88,High,4,3.3,Okay,Quiet,No,2,1,Revision,50.8
9,7.5,Yes,7,Low,Low,96,Medium,3,2.3,Healthy,Quiet,No,1,3,Revision,100.0
5,8.8,Yes,6,High,Medium,41,High,5,3.1,Healthy,Distracting,Yes,4,2,Revision,77.2
4,8.9,Yes,5,High,Low,45,Low,3,3.6,Okay,Quiet,No,2,2,First Time,46.0
8,7.2,No,7,Low,Low,64,High,4,2.2,Healthy,Distracting,No,4,1,First Time,68.2
8,5.0,No,1,Medium,Low,58,Medium,3,1.5,Sick,Quiet,Yes,4,2,First Time,71.0
0,4.6,Yes,4,High,High,45,High,3,3.4,Healthy,Distracting,Yes,3,2,First Time,47.4
2,8.7,Yes,3,Low,High,40,High,3,0.9,Healthy,Distracting,No,1,1,First Time,68.8
0,6.2,No,5,Low,Low,85,Low,1,0.1,Healthy,Quiet,Yes,1,1,First Time,34.2
5,5.0,Yes,3,Low,Medium,94,High,4,0.2,Healthy,Quiet,Yes,3,0,Revision,100.0
2,8.7,No,3,High,Low,73,Low,3,2.3,Healthy,Quiet,Yes,2,2,Revision,46.0
0,4.5,Yes,2,High,High,60,Low,5,3.6,Healthy,Distracting,Yes,2,2,Revision,56.8
5,7.6,Yes,1,High,Medium,60,Low,5,2.3,Okay,Quiet,Yes,1,0,First Time,76.2
4,7.1,Yes,3,Low,High,83,Medium,4,1.6,Sick,Distracting,Yes,1,0,Revision,82.6
7,4.4,Yes,4,Medium,Medium,88,Low,1,2.3,Okay,Distracting,Yes,1,0,Revision,75.2
1,5.7,No,6,Medium,High,66,High,3,2.7,Okay,Distracting,Yes,3,2,Revision,45.0
7,4.7,No,2,High,Low,62,High,1,3.0,Sick,Quiet,Yes,0,3,First Time,56.4
4,7.0,No,5,High,High,75,Low,4,1.4,Okay,Quiet,Yes,1,3,First Time,58.2
7,6.4,Yes,5,High,Medium,75,Low,2,1.5,Sick,Quiet,No,3,3,First Time,67.8
9,4.0,No,4,Medium,High,71,Low,5,0.1,Sick,Quiet,No,2,2,First Time,76.8
3,8.9,Yes,4,Medium,Medium,78,Medium,3,2.6,Sick,Quiet,Yes,2,0,Revision,64.0
3,5.7,No,6,High,High,97,Low,3,3.1,Sick,Quiet,Yes,0,0,Revision,42.2
9,5.3,Yes,1,Low,High,84,Low,4,2.0,Healthy,Distracting,Yes,4,0,First Time,100.0
3,5.1,No,4,Medium,Low,56,Low,4,1.5,Sick,Quiet,No,0,1,First Time,32.2
5,4.8,No,5,High,Medium,53,Low,1,1.3,Okay,Distracting,No,3,2,Revision,43.0
3,9.0,Yes,1,Medium,Medium,61,Low,5,2.6,Okay,Quiet,Yes,0,1,Revision,75.8
8,5.5,No,4,Low,Low,56,High,1,1.3,Healthy,Distracting,Yes,4,2,Revision,82.4
8,6.0,Yes,4,Low,High,68,High,4,2.4,Healthy,Distracting,Yes,3,3,Revision,100.0
2,8.4,Yes,7,Medium,Medium,87,High,5,3.7,Healthy,Distracting,Yes,2,2,First Time,56.8
6,7.2,Yes,5,High,Medium,87,Medium,4,1.3,Okay,Quiet,No,4,2,First Time,74.0
4,5.8,No,1,Medium,Medium,77,Medium,1,0.3,Healthy,Quiet,No,0,3,Revision,71.0
8,8.5,No,2,High,Low,65,High,1,3.5,Okay,Quiet,Yes,2,1,First Time,63.0
1,7.7,No,2,Medium,Low,70,Low,1,1.1,Healthy,Quiet,Yes,4,3,First Time,42.4
2,5.1,No,6,Low,Medium,73,Low,2,4.0,Healthy,Quiet,No,2,2,First Time,36.2
9,7.2,No,1,Medium,High,97,Medium,1,3.4,Sick,Quiet,No,3,1,Revision,82.8
4,8.6,Yes,4,High,High,66,Medium,3,1.7,Sick,Distracting,Yes,0,0,First Time,57.4
4,6.5,No,4,High,Low,56,Low,1,2.5,Okay,Distracting,Yes,0,3,Revision,43.0
9,7.7,No,1,Low,High,95,Medium,4,1.1,Sick,Quiet,No,0,0,Revision,97.4
6,8.9,No,2,High,Low,62,Low,1,0.3,Sick,Distracting,Yes,2,0,First Time,41.6
7,7.5,Yes,6,High,Medium,73,High,4,2.1,Sick,Distracting,Yes,3,3,Revision,81.8
7,4.5,Yes,7,Low,Medium,57,Medium,4,1.7,Sick,Quiet,Yes,1,1,Revision,85.6
0,5.2,Yes,7,High,Medium,60,High,5,3.9,Sick,Distracting,Yes,2,0,Revision,36.6
0,7.0,Yes,3,High,Low,59,Medium,2,2.4,Sick,Distracting,No,2,0,Revision,32.2
2,5.4,No,5,Medium,High,71,High,4,3.0,Sick,Quiet,No,0,3,First Time,42.8
0,8.8,Yes,1,Medium,Medium,51,High,4,0.5,Okay,Distracting,No,3,0,Revision,58.4
0,6.0,No,6,Medium,High,43,Medium,3,2.9,Sick,Distracting,Yes,2,0,Revision,30.2
9,6.3,No,3,Medium,High,48,Medium,1,0.2,Sick,Quiet,Yes,0,2,First Time,83.2
7,7.5,No,5,Medium,Low,50,High,2,2.5,Healthy,Distracting,No,4,0,Revision,65.0
0,6.6,Yes,3,Medium,Low,88,High,2,3.4,Okay,Distracting,Yes,1,3,Revision,51.4
8,5.9,No,3,Medium,High,69,Low,5,1.9,Okay,Distracting,Yes,2,1,First Time,76.0
1,4.4,Yes,5,Low,High,84,High,4,0.9,Healthy,Distracting,Yes,4,2,First Time,67.0
8,7.0,Yes,3,Medium,Medium,65,Medium,4,1.8,Okay,Quiet,Yes,1,0,Revision,100.0
6,8.3,Yes,2,High,Medium,96,Low,3,3.4,Okay,Quiet,Yes,0,2,Revision,81.6
8,7.4,Yes,6,Low,Medium,71,Low,2,2.9,Okay,Distracting,No,4,2,First Time,75.4
2,5.9,Yes,1,Medium,High,67,High,1,2.4,Sick,Distracting,No,4,3,First Time,56.0
0,4.6,Yes,7,Medium,Low,90,Low,5,2.8,Sick,Distracting,Yes,3,1,First Time,23.6
0,8.1,Yes,6,High,High,79,Medium,5,3.3,Sick,Quiet,No,4,3,Revision,48.2
9,8.7,No,7,Low,Medium,76,Medium,5,0.6,Healthy,Distracting,Yes,4,1,Revision,90.4
5,5.9,Yes,2,High,Medium,81,High,5,3.4,Healthy,Distracting,No,0,3,Revision,83.0
6,7.6,No,2,High,Low,86,Low,2,3.2,Sick,Quiet,Yes,4,0,Revision,54.4
8,6.1,Yes,7,Low,High,90,High,4,1.9,Sick,Distracting,Yes,0,2,First Time,89.4
5,6.5,No,5,High,Medium,96,High,2,1.6,Okay,Distracting,Yes,3,1,Revision,56.8
4,8.2,No,5,Low,Low,80,High,1,3.7,Healthy,Quiet,No,3,2,First Time,49.2
1,4.4,No,5,High,Medium,55,Low,5,3.3,Healthy,Distracting,No,2,0,Revision,29.2
1,6.7,No,3,Low,Low,87,Medium,2,4.0,Okay,Distracting,Yes,2,3,Revision,42.4
7,5.1,Yes,3,Medium,High,47,Medium,1,2.6,Healthy,Quiet,Yes,1,2,Revision,99.0
0,5.7,No,7,Low,Low,42,Low,3,0.1,Sick,Quiet,No,0,1,First Time,18.2
7,7.2,Yes,1,High,High,42,High,5,0.6,Sick,Quiet,No,0,0,First Time,91.4
9,4.1,Yes,3,High,High,49,Medium,4,3.3,Healthy,Quiet,Yes,4,1,Revision,100.0
6,7.0,Yes,1,Medium,Medium,51,High,4,2.6,Healthy,Quiet,No,1,2,Revision,100.0
6,5.4,No,2,Medium,High,54,Medium,4,0.8,Sick,Distracting,No,3,0,First Time,60.2
4,7.3,Yes,1,Medium,Medium,86,High,1,0.0,Healthy,Distracting,Yes,2,3,First Time,82.4
2,4.7,No,1,Low,Medium,66,High,2,1.1,Healthy,Quiet,No,4,0,Revision,63.2
6,7.7,Yes,5,Low,High,97,High,5,0.6,Okay,Quiet,Yes,4,0,First Time,97.4
6,7.2,No,3,Low,Low,90,Medium,5,3.5,Healthy,Quiet,Yes,2,0,First Time,73.6
6,8.9,Yes,4,Low,High,85,High,5,3.5,Sick,Quiet,No,1,0,Revision,89.2
1,8.6,No,4,Low,High,50,Medium,5,3.4,Healthy,Quiet,No,2,3,First Time,53.0
2,5.4,No,5,High,Low,45,Medium,3,0.4,Healthy,Quiet,Yes,1,3,First Time,43.0
2,4.1,Yes,6,High,Medium,51,Medium,5,0.5,Sick,Distracting,No,0,1,Revision,45.2
3,7.3,Yes,6,High,Medium,57,Medium,3,0.5,Sick,Distracting,Yes,0,0,Revision,56.4
8,7.0,No,6,Low,High,64,Low,2,1.0,Healthy,Quiet,Yes,2,3,Revision,96.0
9,4.1,No,2,Medium,Low,73,Medium,4,0.3,Healthy,Quiet,Yes,2,3,Revision,96.6
0,4.6,No,2,High,Low,65,High,3,3.9,Healthy,Quiet,No,0,0,First Time,24.4
6,6.9,No,2,High,Low,63,Medium,4,3.4,Healthy,Quiet,Yes,1,1,First Time,64.0
6,8.6,No,1,Low,Low,97,High,4,0.3,Healthy,Distracting,Yes,4,2,First Time,78.2
3,8.5,No,7,Low,High,55,Low,1,0.6,Healthy,Distracting,No,2,0,First Time,41.8
0,4.8,Yes,3,Low,High,75,Medium,3,1.0,Okay,Distracting,No,1,0,Revision,57.6
2,5.9,Yes,2,High,Medium,75,Low,5,3.1,Sick,Distracting,Yes,0,0,First Time,45.6
4,4.2,No,4,Medium,Low,60,Medium,1,2.9,Healthy,Quiet,Yes,4,3,Revision,56.6
1,6.3,Yes,1,Low,High,69,Medium,5,2.5,Sick,Quiet,Yes,2,2,Revision,78.6
6,7.8,No,2,Low,High,88,Low,4,3.6,Okay,Quiet,Yes,0,3,First Time,78.2
9,7.9,Yes,2,Medium,Low,59,High,1,0.1,Sick,Distracting,No,2,1,Revision,88.0
9,6.5,No,6,Medium,Low,93,High,5,0.6,Sick,Quiet,Yes,3,1,First Time,75.8
6,4.5,No,6,Medium,Medium,99,High,5,0.8,Sick,Distracting,No,1,1,First Time,50.4
9,5.9,Yes,3,Low,Low,81,Medium,2,0.2,Okay,Quiet,Yes,2,2,First Time,99.4
4,8.7,Yes,3,Low,Medium,89,High,1,2.5,Healthy,Quiet,Yes,2,1,Revision,85.6
9,5.1,Yes,1,High,Medium,98,High,1,0.8,Okay,Quiet,No,3,0,Revision,97.6
5,5.6,No,4,High,Low,58,Medium,4,1.9,Okay,Distracting,Yes,2,1,Revision,52.4
0,7.7,Yes,5,High,Low,50,Low,4,2.7,Okay,Quiet,Yes,2,3,First Time,39.2
3,7.7,No,6,High,High,53,High,1,2.4,Sick,Quiet,No,0,1,Revision,41.8
3,8.6,Yes,4,High,Low,75,Low,2,1.2,Okay,Distracting,Yes,1,2,First Time,45.4
7,5.9,Yes,7,High,Low,55,Medium,2,1.7,Okay,Distracting,No,1,0,First Time,55.4
1,6.6,Yes,6,Low,Medium,42,Medium,4,1.4,Sick,Quiet,No,4,2,Revision,59.4
0,6.3,No,3,High,Low,96,High,3,3.4,Sick,Quiet,Yes,3,3,First Time,25.8
6,8.6,No,3,Low,High,61,High,5,1.7,Sick,Distracting,No,2,2,Revision,76.4
5,7.8,Yes,5,Low,High,82,Low,4,0.2,Okay,Quiet,No,2,2,Revision,90.0
4,8.2,No,4,Medium,Low,44,High,2,2.5,Sick,Distracting,No,3,0,First Time,32.6
7,4.7,No,4,Low,Low,92,Low,1,0.8,Healthy,Quiet,Yes,1,0,First Time,66.8
1,8.0,Yes,5,Low,Medium,41,Medium,2,1.4,Healthy,Distracting,No,2,3,First Time,54.2
1,6.2,Yes,3,Low,Low,51,Low,1,1.3,Sick,Distracting,Yes,2,2,Revision,49.8
8,4.1,Yes,1,Medium,Medium,84,Medium,4,0.3,Okay,Quiet,Yes,1,1,Revision,100.0
0,4.3,Yes,4,Low,Low,96,High,5,3.8,Okay,Quiet,No,0,3,Revision,56.0
5,7.4,No,2,Medium,Medium,41,Low,5,2.2,Healthy,Quiet,No,2,2,First Time,66.8
2,5.9,Yes,4,High,High,76,Low,4,0.6,Okay,Quiet,Yes,0,3,First Time,64.6
4,8.3,No,7,Low,Low,94,Low,5,2.2,Healthy,Quiet,Yes,3,0,Revision,61.0
7,7.7,Yes,4,High,Low,58,High,5,1.8,Sick,Distracting,No,2,1,First Time,66.0
6,4.1,Yes,7,Low,Medium,63,High,3,1.4,Healthy,Distracting,No,4,1,First Time,72.4
3,7.4,Yes,4,Medium,Medium,44,High,3,1.9,Okay,Distracting,No,1,0,Revision,65.4
7,5.0,Yes,3,High,Low,65,Low,3,2.7,Healthy,Quiet,Yes,1,3,First Time,78.6
9,6.1,Yes,2,Low,Medium,67,Low,1,0.8,Okay,Quiet,No,4,2,First Time,95.6
1,7.1,Yes,7,Low,Low,74,Medium,3,2.2,Healthy,Quiet,Yes,1,0,First Time,54.4
6,8.4,No,4,Medium,High,58,Low,4,3.3,Sick,Distracting,Yes,1,2,Revision,63.6
4,6.3,No,1,Low,Medium,70,Medium,3,0.9,Healthy,Distracting,Yes,0,3,Revision,78.8
5,8.0,No,6,High,Low,58,High,4,2.1,Sick,Distracting,Yes,1,3,Revision,50.8
2,7.9,No,7,Medium,High,82,Medium,3,3.9,Sick,Quiet,No,3,2,First Time,31.4
9,6.1,No,6,High,Low,83,Medium,5,3.2,Sick,Distracting,No,3,3,First Time,54.8
6,6.5,No,2,High,Low,58,Low,3,2.4,Okay,Distracting,Yes,2,2,Revision,59.2
6,7.5,No,5,Low,High,59,Low,4,3.0,Sick,Distracting,Yes,4,2,First Time,61.0
1,4.2,Yes,1,Low,Medium,81,Medium,4,2.1,Okay,Quiet,No,2,0,First Time,58.2
0,8.5,No,5,Medium,High,56,Medium,4,3.9,Sick,Quiet,No,3,2,First Time,26.2
9,7.8,Yes,4,Medium,Low,51,High,3,0.7,Healthy,Quiet,No,4,1,First Time,95.0
1,5.2,No,7,Medium,High,74,Low,1,2.9,Healthy,Quiet,No,3,0,Revision,35.6
7,8.9,No,3,High,Low,65,High,4,0.0,Sick,Distracting,Yes,0,2,Revision,67.2
9,4.9,Yes,4,High,High,97,Medium,1,0.5,Healthy,Distracting,No,2,1,Revision,92.8
2,8.6,Yes,4,High,Medium,92,High,3,2.9,Healthy,Distracting,No,3,2,Revision,58.0
3,5.6,Yes,5,High,High,47,Low,1,3.0,Okay,Quiet,No,0,0,First Time,47.2
7,7.8,Yes,4,Low,High,79,Medium,1,0.2,Okay,Quiet,No,1,1,Revision,97.0
2,6.3,Yes,1,Medium,Medium,64,Medium,4,1.3,Healthy,Distracting,Yes,3,3,First Time,72.0
5,7.7,No,3,Low,Low,64,High,3,0.5,Sick,Quiet,Yes,4,1,Revision,70.6
1,4.8,Yes,5,Low,High,84,Low,4,3.6,Sick,Distracting,Yes,4,2,Revision,54.4
2,5.3,Yes,2,High,Low,61,Medium,5,1.8,Okay,Quiet,Yes,3,2,First Time,58.0
0,4.5,Yes,6,Medium,High,52,Medium,2,1.8,Healthy,Quiet,Yes,3,2,First Time,52.4
8,8.3,No,4,High,Medium,81,High,1,3.3,Okay,Distracting,No,3,0,Revision,61.8
3,5.5,Yes,6,High,High,54,Medium,3,2.8,Sick,Quiet,Yes,1,3,Revision,64.4
5,7.5,Yes,7,Medium,Low,62,Medium,1,3.7,Okay,Distracting,No,2,3,Revision,57.6
6,8.1,Yes,5,Medium,Low,67,Low,3,3.8,Healthy,Quiet,Yes,0,0,Revision,78.2
1,8.5,No,6,Low,Medium,87,Low,4,1.3,Sick,Quiet,No,2,2,First Time,31.4
7,4.5,Yes,4,High,Low,52,High,2,2.6,Healthy,Quiet,No,0,2,Revision,80.8
8,8.5,No,7,High,Medium,71,Medium,2,2.2,Sick,Quiet,Yes,4,3,First Time,58.6
9,5.0,No,4,High,Medium,50,Low,2,2.4,Healthy,Distracting,No,4,1,Revision,68.2
1,7.7,Yes,5,Medium,Low,83,High,2,2.5,Healthy,Quiet,No,0,1,First Time,47.6
4,7.6,No,1,High,Low,53,Low,1,0.2,Okay,Distracting,No,2,1,First Time,36.4
1,4.0,No,2,High,Medium,91,High,3,3.6,Sick,Distracting,No,2,1,Revision,25.8
4,5.1,No,4,High,Low,74,High,5,0.6,Healthy,Distracting,Yes,3,2,Revision,61.0
6,6.5,No,1,High,Medium,86,Medium,3,1.7,Sick,Distracting,No,2,0,Revision,58.6
5,6.1,No,4,Low,High,82,High,1,1.2,Okay,Quiet,No,2,1,Revision,72.8
3,8.6,No,4,Medium,Low,74,High,4,2.2,Healthy,Distracting,No,0,0,First Time,41.4
1,5.8,Yes,1,Low,Low,89,Low,5,3.8,Sick,Quiet,No,1,0,First Time,47.0
6,8.7,No,4,Medium,Medium,79,High,5,1.6,Okay,Quiet,No,2,0,First Time,65.4
9,6.3,No,2,High,High,62,High,5,2.4,Healthy,Quiet,Yes,0,3,Revision,100.0
8,8.8,Yes,6,Medium,High,79,Low,1,0.6,Sick,Quiet,Yes,1,1,Revision,87.2
0,7.7,No,5,Low,Low,52,Low,2,1.9,Okay,Distracting,No,0,1,First Time,16.8
2,8.1,Yes,7,High,Medium,45,Low,2,3.7,Okay,Distracting,No,0,1,First Time,28.4
6,4.5,Yes,7,Low,Medium,68,Low,2,3.7,Healthy,Distracting,Yes,2,3,First Time,69.6
8,6.9,No,6,Low,Low,81,Medium,3,2.2,Healthy,Distracting,Yes,1,3,Revision,82.4
4,4.7,No,1,Low,High,54,Medium,2,3.1,Healthy,Quiet,No,2,3,First Time,67.2
6,5.5,No,6,Medium,Medium,99,High,5,0.0,Sick,Quiet,Yes,1,1,Revision,73.0
9,7.1,Yes,3,Low,Medium,97,Low,2,2.1,Okay,Quiet,No,0,2,Revision,100.0
6,7.6,No,7,Medium,Low,44,Medium,5,2.9,Okay,Distracting,Yes,0,3,First Time,54.0
3,4.2,Yes,4,Low,Low,72,High,5,1.3,Healthy,Quiet,No,2,1,First Time,68.8
4,6.7,No,5,Low,High,79,Medium,3,3.6,Okay,Quiet,No,0,0,First Time,55.2
1,6.8,No,2,Medium,High,41,Medium,2,3.1,Healthy,Distracting,Yes,0,2,First Time,46.4
7,4.4,No,2,Medium,Medium,72,Medium,4,3.1,Healthy,Quiet,No,1,1,Revision,77.6
0,6.5,Yes,3,Low,Low,64,High,2,0.1,Okay,Quiet,Yes,4,1,First Time,56.8
1,7.6,Yes,6,Low,Low,98,Medium,4,0.7,Okay,Distracting,Yes,3,3,Revision,61.4
2,4.3,No,2,High,Low,66,High,3,2.9,Sick,Quiet,Yes,3,1,Revision,38.8
6,7.8,Yes,6,Low,High,95,Low,1,2.2,Healthy,Distracting,No,0,0,First Time,72.0
5,6.9,No,5,Low,High,98,Low,3,2.3,Okay,Distracting,Yes,2,1,Revision,67.2
6,8.2,Yes,3,High,Medium,87,Low,3,0.1,Healthy,Distracting,No,1,3,Revision,82.4
4,5.1,Yes,6,Low,Low,64,Low,4,1.8,Okay,Quiet,Yes,2,0,First Time,62.6
3,8.2,No,1,Low,High,44,Medium,3,3.1,Healthy,Distracting,Yes,4,3,First Time,65.4
6,4.5,No,6,Medium,Low,90,Medium,5,2.7,Healthy,Distracting,No,2,1,Revision,56.6
2,6.0,Yes,6,Medium,High,82,Low,3,2.3,Healthy,Distracting,Yes,1,1,Revision,63.4
9,5.0,Yes,3,Medium,Low,79,High,3,2.8,Healthy,Quiet,No,1,0,First Time,90.4
6,8.4,Yes,1,Low,Medium,43,Medium,4,3.4,Healthy,Distracting,Yes,2,1,First Time,87.4
1,7.5,No,2,Medium,High,53,Medium,3,3.4,Sick,Quiet,Yes,4,1,First Time,41.2
7,4.1,No,7,Low,High,56,High,3,1.8,Okay,Distracting,No,3,2,Revision,71.6
5,4.0,Yes,5,High,Medium,80,High,2,1.2,Okay,Distracting,Yes,4,2,First Time,61.6
2,5.5,No,6,Medium,Medium,66,High,5,1.5,Sick,Distracting,No,4,3,Revision,43.0
2,4.7,Yes,4,High,Low,75,Low,5,2.1,Sick,Quiet,No,1,3,Revision,49.2
4,7.2,No,3,Low,High,99,Low,5,0.4,Sick,Quiet,No,3,1,Revision,69.8
2,7.3,No,2,Low,Low,73,High,3,2.4,Sick,Quiet,No,3,0,First Time,41.6
5,8.7,Yes,6,High,Low,49,Low,5,1.8,Healthy,Distracting,Yes,2,3,Revision,71.0
1,8.8,No,5,High,Low,90,Low,2,3.0,Sick,Distracting,Yes,4,0,Revision,15.4
7,7.3,Yes,4,High,High,61,High,1,1.1,Sick,Quiet,No,1,2,First Time,78.2
8,4.0,No,3,High,Medium,80,Medium,1,0.3,Sick,Distracting,No,3,2,First Time,52.4
6,5.8,Yes,5,Medium,Low,61,Low,2,3.6,Sick,Distracting,No,1,3,First Time,51.4
2,6.6,No,2,High,High,67,High,1,0.3,Healthy,Quiet,Yes,2,2,Revision,66.6
9,6.5,No,7,Medium,Low,87,High,1,3.7,Sick,Distracting,Yes,0,3,First Time,57.6
3,7.0,No,6,High,Medium,99,High,4,2.0,Okay,Distracting,No,3,0,Revision,44.0
9,8.8,Yes,6,High,Medium,59,Medium,3,0.2,Okay,Distracting,No,4,0,First Time,76.0
1,8.4,Yes,6,Medium,High,88,High,4,0.5,Healthy,Quiet,No,3,0,Revision,70.2
8,4.5,No,3,Low,High,41,High,4,2.1,Healthy,Distracting,No,4,1,First Time,81.8
4,5.3,No,6,Low,Medium,62,Medium,2,0.1,Okay,Distracting,No,4,3,First Time,48.4
1,8.2,Yes,3,Low,High,90,High,1,3.7,Healthy,Quiet,No,2,1,First Time,61.2
9,8.1,Yes,6,Low,Medium,73,Low,2,3.2,Okay,Quiet,Yes,0,1,Revision,95.4
5,5.4,No,1,Medium,Low,87,Medium,5,2.0,Healthy,Quiet,No,3,2,First Time,64.8
6,7.7,No,7,Low,Medium,55,Medium,4,3.7,Healthy,Quiet,Yes,2,2,Revision,77.2
1,7.4,Yes,6,Medium,Low,67,High,1,1.0,Sick,Quiet,Yes,1,2,First Time,44.2
0,6.4,Yes,1,Medium,High,93,Low,3,3.4,Okay,Quiet,No,0,3,First Time,54.0
6,5.0,Yes,3,Medium,Low,53,Medium,4,3.2,Healthy,Distracting,No,0,3,Revision,79.6
0,8.4,No,5,Medium,Medium,91,High,1,2.3,Okay,Distracting,No,3,2,First Time,20.6
2,7.4,No,2,Medium,High,40,High,5,1.3,Healthy,Quiet,Yes,2,3,Revision,79.6
